,0,1,2
721,Chemical extraction,extraction,1
722,chemosensitization/potentiation,potentiation,6
723,Chemotactic Factors,chemoattractant,1
724,Chicken Meat,chicken,2
725,Chimera organism,chimera,1
726,Chimeric antigen receptor,chimeric receptor,2
727,Chinese Hamster Ovary Cell,CHO cells,1
728,Chloride Ion,chloride,1
729,Cholinergic Receptors,acetylcholine receptor,1
730,Cholinergic Receptors,AChR,2
731,Chondrosarcoma,chondrosarcomas,1
732,Choose (action),select,1
733,Chromaffin Cells,chromaffin cells,1
734,chromatin immunoprecipitation,Chromatin immunoprecipitation,1
735,chromatin immunoprecipitation,Chromatin immunoprecipitation analysis,2
736,chromatin immunoprecipitation,chromatin immunoprecipitation,1
737,chromatin immunoprecipitation,ChIP,1
738,chromatin location,chromatin,24
739,chromatin remodeling,chromatin remodeling,3
740,Chromatin Remodeling Factor,chromatin remodelling factor,1
741,chromatin silencing,transcriptional silencing,1
742,Chromatin Structure,chromatin structure,3
743,Chromatin Structure,chromatin structures,1
744,Chromatin Structure,Chromatin structure,1
745,Chromatography,chromatography,1
746,"Chromatography, Affinity",affinity chromatography,3
747,"Chromatography, Affinity",tandem affinity purification,1
748,"Chromatography, Reverse-Phase",reverse phase chromatography,1
749,Chromosomal translocation,chromosomal translocations,1
750,chromosome 11q23,chromosome 11q23,1
751,Chromosome Condensation,condensed,1
752,Chromosome Condensation,chromosomal condensation,1
753,Chromosome Deletion,chromosomal deletion,1
754,chromosome localization,Chromosomal localization,1
755,chromosome localization,chromosomal localization,2
756,chromosome localization,mitotic chromosome localization,1
757,Chromosome Pairing,synapsis,1
758,Chromosomes,chromosomes,7
759,Chromosomes,mouse chromosomes,1
760,Chromosomes,chromosome,3
761,Chromosomes,chromosome ten,1
762,"Chromosomes, Artificial, Yeast",YAC,1
763,"Chromosomes, Human, Pair 10",chromosome 10,1
764,"Chromosomes, Human, Pair 11",mouse chromosome 11,1
765,"Chromosomes, Human, Pair 11",chromosome 11,1
766,"Chromosomes, Human, Pair 17",chromosome 17,1
767,"Chromosomes, Human, Pair 4",mouse chromosome 4,1
768,"Chromosomes, Human, Pair 5",mouse chromosome 5,1
769,"Chromosomes, Human, Pair 9",mouse chromosome 9,1
770,Chronic infectious disease,chronic infection,1
771,Chronic infectious disease,chronic infections,1
772,Chronic inflammation,chronic inflammation,1
773,Chronic Kidney Diseases,loss of function,2
774,Chronic Kidney Diseases,Loss of function,1
775,Chylomicron retention disease,chylomicron retention disease,1
776,Chylomicrons measurement,chylomicrons,1
777,Cilia,cilia,1
778,Cilia,cilium,1
779,Ciliopathies,ciliopathies,1
780,cilium assembly,ciliogenesis,2
781,Circadian Rhythms,cellular circadian rhythm,1
782,Circulating,circulating,1
783,cisplatin/ifosfamide/mesna/mitomycin protocol,mimics,2
784,Citric Acid Cycle,tricarboxylic acid cycle,1
785,Citric Acid Cycle,TCA,1
786,CKAP5 gene,cytoskeleton association,1
787,Clarify,clarification,1
788,Class,class,2
789,Class 1,class I,1
790,Class 2,class II,1
791,Class 5 (qualifier value),class 5,1
792,Class III Phosphatidylinositol 3-Kinases,class III phosphatidylinositol 3-kinase,1
793,Classes - encounter,classes,3
794,Classical Lissencephaly,LIS1,78
795,Classical Lissencephaly,lissencephaly sequence,2
796,Classical Lissencephaly,type I lissencephaly,4
797,Classical Lissencephaly,isolated lissencephaly sequence,1
798,Classical Lissencephaly,ILS,3
799,Classical Lissencephaly,classical lissencephaly,1
800,Classical Lissencephaly,lissencephaly 1,1
801,Classification of information,classification,1
802,Clathrin,clathrin,2
803,Clathrin,Clathrin,1
804,Clathrin Adaptors,clathrin adaptors,2
805,Clathrin-Coated Vesicles,clathrin-coated vesicles,2
806,Clathrin-Coated Vesicles,CCVs,2
807,Clathrin-Coated Vesicles,Clathrin-coated vesicles,1
808,clathrin-mediated endocytosis,clathrin-mediated endocytosis,1
809,Clearance,clearance,4
810,Clinical act of insertion,inserted,1
811,Clinical action,actions,1
812,Clinical presentation,clinical presentation,1
813,Clinical Trial Recruitment Plan,recruit,5
814,CLIP1 gene,CLIP170,1
815,CLIP2 gene,Cyln2,1
816,CLK3 gene,CLK3,1
817,Clock Device Component,clock,4
818,CLOCK gene,locomotor output cycles kaput,1
819,CLOCK gene,CLOCK,2
820,Clone Cells,clone,7
821,Clone Cells,cloning,9
822,Clone Cells,clones,12
823,Clone Cells,cloned,16
824,Clone Cells,Cloning,1
825,"Cloning, Molecular",molecular cloning,1
826,clustering of voltage-gated calcium channels,voltage-gated calcium channels,1
827,c-myc Genes,c-myc genes,2
828,c-myc Genes,c-myc,1
829,c-myc Genes,C-MYC,1
830,c-myc Genes,c-Myc,2
831,c-myc Proto-Oncogenes,proto-oncogene c-Myc,1
832,CNS - Brain - Cerebellum (MMHCC),mouse cerebellum,1
833,CNS - Brain - Hypothalamus (MMHCC),mouse hypothalamus,1
834,CNS - Brain (MMHCC),mouse brain,8
835,CNTRL gene,centrosomal proteins,1
836,Coactivated T Cell,activated T cells,2
837,Coat (physical object),coats,2
838,Coating (film),layer,3
839,Coating (film),coated,1
840,Cocoa extract,CoCoA,1
841,Coding,coding,4
842,Codon (nucleotide sequence),codons,1
843,"CoFactor brand of 5,10-methylenetetrahydrofolate",cofactor,3
844,Cognition,cognition,2
845,Cognitive,cognitive,1
846,Cognitive function: initiation,initiation,7
847,cohesion,cohesion,1
848,Coiled-Coil Domain,coiled-coil domain,1
849,Coiled-Coil Domain,coiled-coil domains,1
850,Coiled-Coil Domain,coiled-coil,1
851,Co-Immunoprecipitation,co-immunoprecipitated,2
852,Co-Immunoprecipitation,co-immunoprecipitation,3
853,Co-Immunoprecipitation,co-immunoprecipitates,3
854,Colforsin,forskolin,1
855,Colicin Plasmids,factors,6
856,Collagen fiber,procollagen fibres,1
857,Collection Object - UML Entity,collection,1
858,Collections (publication),collections,1
859,Collision-Induced Dissociation,collision-induced dissociation,1
860,Collision-Induced Dissociation,CID,5
861,Colon Carcinoma,colon carcinoma,1
862,colonies (qualifier value),colonies,2
863,Colorectal Cancer,colorectal cancer,2
864,Column (arrangement),column,1
865,combination of objects,combination,8
866,Combinations (Undergarment),combinations,1
867,Communication,communication,1
868,COMP gene,cartilage oligomeric matrix protein,1
869,COMP gene,COMP,1
870,Compact Pattern,compact,1
871,compactin,compaction,1
872,comparative analysis,comparative analysis,1
873,comparative study publication,Comparative studies,1
874,Comparison,Comparison,3
875,Comparison,comparisons,1
876,Comparison,comparison,6
877,Comparison,Compared,1
878,Comparison,compared,4
879,Compartments [PK],compartments,4
880,Compensated,compensating,1
881,Compensation as a Defense Mechanism,compensation,2
882,competition,competition,1
883,competition,Competitive,1
884,COMPLEMENT COMPONENT C1r/C1s DEFICIENCY,C1r/C1s,1
885,Complement System Proteins,complement,1
886,Complete,completely,1
887,Complete congenital stationary night blindness,cCSNB,1
888,Complete Pharyngeal Contraction,complete,3
889,Complete Pharyngeal Contraction,Complete,1
890,Complex,complex,44
891,Complex,t complex,2
892,Complex,Complex,1
893,complex (molecular entity),protein complexes,2
894,complex (molecular entity),complexes,17
895,complex (molecular entity),AP complexes,2
896,complex (molecular entity),Complexes,1
897,Component object,components,11
898,"Component, LOINC Axis 1",component,5
899,Composition,composition,3
900,Composition,compositions,1
901,Compound heterozygous,compound heterozygous,1
902,Comprehensive,comprehensive,4
903,compromise,compromises,1
904,Concept Status - Active,active,10
905,Conditional,dependent,4
906,Conditional,actin dependent,1
907,Conditioning (Psychology),conditioning,1
908,Cone pedicle,cone pedicles,1
909,Confirmation,confirmation,1
910,Confusion,confusion,1
911,Congenital Abnormality,abnormalities,4
912,Congenital Abnormality,brain abnormalities,1
913,Congenital Abnormality,head malformations,1
914,Congenital Abnormality,malformation,1
915,Congenital Abnormality,developmental defect,1
916,Congenital Abnormality,congenital anomalies,1
917,Congenital Abnormality,developmental defects,1
918,Congenital Abnormality,developmental abnormalities,1
919,Congenital anomaly of brain,brain malformation,2
920,Congenital Disorders,congenital disorder,1
921,Congenital Heart Defects,heart defects,2
922,Congenital malformation syndrome,multiple congenital anomalies,1
923,Congenital omphalocele,omphalocele,1
924,conjugation,conjugation,1
925,Conjunction,conjunction,3
926,Consequence of,consequence,7
927,Consequence of,consequences,7
928,Consequent,consequent,1
929,Conservation,conservation,2
930,Consistent with,consistent with,19
931,Consistent with,Consistent with,10
932,constitutive androstane receptor,constitutive active,1
933,Constrain,constrains,1
934,Contact with,contacting,1
935,contextual factors,contexts,2
936,contextual factors,context,1
937,Continuance of life,survival,9
938,Contraction (finding),contraction,3
939,Contribution,contribution,4
940,Contribution,contributions,1
941,control act - action,action,8
942,control aspects,control,15
943,control aspects,Control,1
944,Control function,controlled,2
945,Control function,controlling,7
946,Conversions,conversion,1
947,cooperation,cooperation,1
948,Coordinate on an axis or a grid,coordinates,1
949,Core,core,6
950,Core,Core,1
951,Co-Repressor Proteins,corepressor,1
952,Co-Repressor Proteins,co-repressors,1
953,Corneal Neovascularization,corneal angiogenesis,1
954,Correlation,correlation,1
955,Correlation,correlate,2
956,Correlation,correlated,1
957,Cortex of bone,cortical bone,1
958,Cortex of Organ,cortex,2
959,Cortical actin cytoskeleton,cortical actin cytoskeleton,1
960,cortical plate,cortical plate,1
961,COS Cells,COS cells,4
962,COS Cells,Cos cells,1
963,COS-7 Cells,COS-7 cells,1
964,Cost Control,controls,8
965,Count Dosing Unit,count,1
966,Couple (action),coupling,4
967,Couples (persons),couples,1
968,Covalent Interaction,covalent,1
969,CPOX gene,coproporphyrinogen oxidase,1
970,Cranial,cranial,1
971,Cranial sensory ganglion,cranial sensory ganglion,1
972,craniofacial,craniofacial,2
973,Craniofacial Abnormalities,craniofacial abnormalities,2
974,Craniofacial Abnormalities,craniofacial anomalies,1
975,craniofacial development,Craniofacial development,1
976,craniofacial development,craniofacial development,1
977,craniofacial suture morphogenesis,craniofacial morphogenesis,1
978,Crawling,crawling,1
979,"Creatine Kinase, MM Form",muscle creatine kinase promoter,1
980,"Creatine Kinase, MM Form",muscle creatine kinase,1
981,"Creatine Kinase, MM Form",MCK,1
982,"CREBBP protein, human",CBP,5
983,"CRK protein, human",p38,1
984,Cross Reactions,crosstalk,1
985,Crossbreeding,hybridization,8
986,Cross-linking,cross-linking,1
987,Cross-Talk,cross-talk,4
988,CRY1 gene,CRY1,5
989,Crying,CRY,1
990,Cryptochrome-2,CRY2,11
991,Cryptochrome-2,CRY2 protein,1
992,Cryptochromes,Cryptochromes,1
993,Crystal Structure,crystal structure,2
994,Crystal Structure,crystal structures,2
995,Crystal Structure,cocrystallized,1
996,Crystals,crystal,1
997,CSPG4 wt Allele,NG2,7
998,CTCF gene,CTCF,3
999,CTNND1 wt Allele,p120,1
1000,CTSK gene,cathepsin K,1
1001,CUL3 gene,Cullin 3,1
1002,CUL3 gene,Cul3,9
1003,Cullin Family Gene,cullin family,1
1004,cullin-3,Cul-3,3
1005,cullin-3,CUL3 protein,1
1006,cullin-3,cullin-3,1
1007,Culture Dose Form,culture,5
1008,Culture Dose Form,cultured,9
1009,Cultured Cell Line,ES cell lines,1
1010,Cultured Cell Line,cell lines,6
1011,Cultured Cell Line,cultured cell lines,1
1012,Cultured Cell Line,cell line,1
1013,Cultured Cells,cultured cells,1
1014,Current (present time),currents,12
1015,Customize,custom,1
1016,Cutis Laxa,loose skin,1
1017,Cutis Laxa,cutis laxa,1
1018,CX546,CX546,1
1019,Cyclic AMP-Dependent Protein Kinases,cAMP-dependent protein kinase,1
1020,Cyclic AMP-Dependent Protein Kinases,protein kinase A,1
1021,Cyclin D,cyclin D,6
1022,Cyclin E,Cyclin E,1
1023,Cyclin E,cyclin E,4
1024,Cyclin T1,cyclin T1,1
1025,Cyclin-Dependent Kinase 4,CDK4,1
1026,Cyclin-Dependent Kinases,G1 cyclin-dependent kinases,1
1027,Cyclin-Dependent Kinases,cyclin-dependent kinases 4,1
1028,cyclin-dependent protein kinase activity,CDK,1
1029,Cyclins,cyclins,1
1030,CYFIP1 gene,Cytoplasmic FMRP Interacting Proteins,1
1031,CYFIP1 gene,CYFIP1,5
1032,CYFIP1 gene,Cyfip1,3
1033,CYFIP2 gene,CYFIP2,1
1034,Cysteine,cysteine,4
1035,Cysteine,Cys,1
1036,Cysteine-Rich Domain,cysteine-rich domains,1
1037,Cystic Fibrosis,cystic fibrosis,1
1038,cystinylglycylglycine,cystinyl-bis-glycine,3
1039,cytidylyl-3'-5'-guanosine,CpG,7
1040,Cytochalasin D,cytochalasin D,1
1041,cytokine,cytokine,1
1042,cytokine,cytokines,2
1043,Cytoplasm,cytoplasm,11
1044,Cytoplasmic,cytoplasmic,5
1045,Cytoplasmic Domain,cytoplasmic domain,4
1046,Cytoplasmic Domain,cytoplasmic tails,1
1047,Cytoplasmic Domain,cytoplasmic domains,1
1048,Cytoplasmic Domain,cytoplasmic tail,2
1049,cytoplasmic dynein heavy chain,CDHC,3
1050,Cytoplasmic Dyneins,motor cytoplasmic dynein,2
1051,Cytoplasmic Dyneins,cytoplasmic dynein,6
1052,Cytoplasmic Dyneins,cytoplasmic dynein function,3
1053,Cytoplasmic Dyneins,Cytoplasmic dynein,1
1054,Cytoplasmic Dyneins,cytoplasmic dynein regulator,1
1055,Cytoplasmic matrix,cytosolic face,2
1056,Cytoplasmic matrix,cytosol,2
1057,Cytoplasmic matrix,cytosolic,4
1058,Cytoplasmic Protein,cytoplasmic proteins,2
1059,cytoplasmic SCF ubiquitin ligase complex,cytoplasmic complex,1
1060,cytoplasmic sequestering of protein,cytoplasmic retention,1
1061,cytoskeletal part,cytoskeletal components,1
1062,Cytoskeletal Proteins,cytoskeletal protein,1
1063,Cytoskeletal Proteins,cytoskeletal proteins,2
1064,Cytoskeleton,cytoskeletal,2
1065,Cytoskeleton,actin cytoskeletal,3
1066,Cytoskeleton,cytoskeleton,1
1067,Cytoskeleton,cell cytoskeleton,1
1068,cytotoxic,cytotoxic,1
1069,cytotoxicity,cytotoxicity,1
1070,Dab fish,Dab,1
1071,Daily,Daily,1
1072,Dancing,DANCE,1
1073,Data call receiving device,data,54
1074,Data call receiving device,Data,3
1075,Data Set,dataset,1
1076,Databases,database,2
1077,day,days,7
1078,Daytime,diurnal,1
1079,"DCN protein, human",proteoglycan core protein,1
1080,DCX gene,DCX,11
1081,DCX gene,Dcx,1
1082,DDX41 gene,Abs,1
1083,DDX53 gene,cage,1
1084,de novo,de novo,2
1085,deacetylase activity,deacetylase activity,1
1086,Deacetylation,deacetylation,2
1087,debate,debate,1
1088,Decidual,decidual,1
1089,Decipher Prostate Cancer Test,deciphering,1
1090,Declining,declining,1
1091,Decrease,decrease,6
1092,Decrease,decreases,8
1093,Decreased,diminish,1
1094,Decreasing,decreasing,1
1095,Deeply,deeply,1
1096,DEFB1 wt Allele,BD1,4
1097,defects aspect,defects,36
1098,defects aspect,Defects,1
1099,Deficiency,deficient,12
1100,Deficiency,Deficiens,1
1101,Deficiency,deficiens,1
1102,Deficiency,deficiency,8
1103,Deficiency,Deficiency,2
1104,Deficit,deficits,4
1105,Deficit,deficit,3
1106,Definitive,definitive,1
1107,Definitive endoderm,primitive endoderm,1
1108,Deformity,anatomical abnormalities,1
1109,Degree Unit of Plane Angle,degree,1
1110,Delete - Document Availability Status,deleted,1
1111,Delta (difference),differences,2
1112,demethylation,demethylation,1
1113,Dendrites,dendrites,5
1114,density,density,2
1115,density,densities,1
1116,Departure - action,cleaving,1
1117,Dephosphorylation,dephosphorylates,1
1118,Dephosphorylation,dephosphorylation,1
1119,Depletion,depletion,3
1120,Depletion,Depletion,4
1121,Depletion,depleted,3
1122,Deposition,deposits,1
1123,Depressed Level of Consciousness,depressed,2
1124,Deprivation,deprivation,1
1125,Deregulation,deregulation,1
1126,Deregulation,deregulated,1
1127,derivatives,derivatives,1
1128,Dermomyotome,dermomyotome,1
1129,Desert environment,deserts,1
1130,Designated,designated,5
1131,Designated,designate,1
1132,Destination,destination,2
1133,Destruction of tissue,tissue destruction,1
1134,Detached,detached,1
1135,Detachment psychological,detachment,1
1136,Detectable,detectable,1
1137,Detected (finding),detected,23
1138,Detection,detection,3
1139,Determination Aspects,determination,3
1140,Determination of bacterial growth,bacterial growth,1
1141,Deubiquitination,deubiquitination,1
1142,Development,mouse development,4
1143,Development,developments,1
1144,Development,cancer development,2
1145,Development Lot,development,66
1146,Development of the breasts,breast development,1
1147,Developmental (qualifier value),developmental,1
1148,Developmental process,developmental processes,1
1149,Developmental stages,developmental stage,1
1150,Developmental stagnation,developmental arrest,2
1151,DHX30 gene,DHX30,1
1152,Diabetes Mellitus,diabetes,7
1153,"Diabetes Mellitus, Insulin-Dependent",type 1 diabetes,3
1154,diabetic,diabetic,1
1155,Diameter (qualifier value),diameter,1
1156,Diaphragm Dosage Form,diaphragm,3
1157,Diastasis,separation,1
1158,dictated - DocumentCompletion,dictated,1
1159,"Diet, High-Fat",high-fat diet,2
1160,Different,differentially,1
1161,Digestion,digestion,1
1162,Dihydropyridines,dihydropyridine,1
1163,Dimensions,dimensions,1
1164,dimer,dimer,1
1165,dimer,dimers,2
1166,Dimerization,dimerization,8
1167,Dimerization,dimerize,1
1168,Diploid Cell,somatic cell,1
1169,Diploid Cell,somatic cells,1
1170,Diptera,flies,1
1171,Direction,direction,2
1172,Discharge (release),release,6
1173,discoidin domain receptor 2,type 1 receptor tyrosine kinases,1
1174,Discriminate,discriminate,1
1175,Disease,disease,5
1176,Disease,diseases,3
1177,Disease,disorder,2
1178,Disease Response,response,30
1179,Disease susceptibility,vulnerability,1
1180,disease transmission qualifier,transmission,1
1181,Disintegration (morphologic abnormality),disintegration,1
1182,Disintegration (morphologic abnormality),decay,1
1183,Disintegrins,disintegrin,1
1184,Disorder of eye,eye disease,1
1185,Dispersion,dispersion,1
1186,disrupted,disrupted,8
1187,disrupted,disrupt,5
1188,disrupted,disrupts,4
1189,Disruption,disruption,8
1190,Disruption,Disruption,6
1191,Disruption,disruptions,1
1192,Disruption,gene disruption,1
1193,Dissecting,dissect,1
1194,Dissociation,Dissociation,1
