text,Canonical Name,Concept ID,TUI(s),Score,start,end
AKAP150,AKAP10 gene,C1412312,T028,0.865075,66376,66377
AKAP150,AKAP10 gene,C1412312,T028,0.865075,66436,66437
AKAP150,AKAP10 gene,C1412312,T028,0.865075,66440,66441
AKAP13,AKAP13 gene,C1332071,T028,1,54010,54011
Akap13,AKAP13 gene,C1332071,T028,1,54076,54077
AKAP13,AKAP13 gene,C1332071,T028,1,54090,54091
Akap13,AKAP13 gene,C1332071,T028,1,54095,54096
AKAP13,AKAP13 gene,C1332071,T028,1,54108,54109
AKAP13,AKAP13 gene,C1332071,T028,1,54118,54119
AKAP-Lbc,AKAP13 wt Allele,C1705580,T028,1,54017,54018
proto-Lbc,AKAP13 wt Allele,C1705580,T028,1,54020,54021
Akap8,AKAP8 gene,C1412320,T028,1,69782,69783
protein kinase A-anchoring protein,"A-Kinase Anchor Protein 10, Mitochondrial",C3273690,T116,0.967468,54025,54029
AKAP,"A-Kinase Anchor Protein 10, Mitochondrial",C3273690,T116,0.860136,54030,54031
Akt signaling pathway,AKT Signaling Pathway,C1515844,T044,1,14364,14367
Rac,AKT1 gene,C0812228,T028,1,28143,28144
Rac,AKT1 gene,C0812228,T028,1,31736,31737
Rac,AKT1 gene,C0812228,T028,1,31760,31761
Rac,AKT1 gene,C0812228,T028,1,31794,31795
Rac,AKT1 gene,C0812228,T028,1,31823,31824
Rac,AKT1 gene,C0812228,T028,1,47314,47315
Rac,AKT1 gene,C0812228,T028,1,47326,47327
Rac,AKT1 gene,C0812228,T028,1,47370,47371
Akt1,AKT1 gene,C0812228,T028,1,55430,55431
Akt1,AKT1 gene,C0812228,T028,1,55554,55555
alanine,Alanine,C0001898,"T116,T123",1,31543,31544
alanine,Alanine,C0001898,"T116,T123",1,33878,33879
alanine,Alanine,C0001898,"T116,T123",1,66487,66488
HSA,"Albumin Human, USP",C0304925,"T116,T121",1,9893,9894
algorithms,algorithm,C0002045,T170,1,35323,35324
Alkali,Alkalies,C0002055,T197,1,14896,14897
alkaline phosphatase,Alkaline phosphatase stain,C1318717,"T109,T130",1,217,219
allele,Alleles,C0002085,T028,1,17949,17950
allele,Alleles,C0002085,T028,1,18638,18639
allelic,Alleles,C0002085,T028,0.860066,19826,19827
allelic,Alleles,C0002085,T028,0.860066,20926,20927
allele,Alleles,C0002085,T028,1,28386,28387
alleles,Alleles,C0002085,T028,1,29250,29251
alleles,Alleles,C0002085,T028,1,29582,29583
allele,Alleles,C0002085,T028,1,69232,69233
HSC,Allogeneic Hematopoietic Stem Cell Transplantation,C1705576,T061,1,55094,55095
HSC,Allogeneic Hematopoietic Stem Cell Transplantation,C1705576,T061,1,55117,55118
HSC,Allogeneic Hematopoietic Stem Cell Transplantation,C1705576,T061,1,63087,63088
HSC,Allogeneic Hematopoietic Stem Cell Transplantation,C1705576,T061,1,63142,63143
HSC,Allogeneic Hematopoietic Stem Cell Transplantation,C1705576,T061,1,63171,63172
HSC,Allogeneic Hematopoietic Stem Cell Transplantation,C1705576,T061,1,63249,63250
HSC,Allogeneic Hematopoietic Stem Cell Transplantation,C1705576,T061,1,63263,63264
alpha 1,Alpha 1,C1979844,T116,1,429,431
alpha 2,Alpha 2,C1979845,T080,1,4470,4472
platelet granule,Alpha Granule,C1515922,T026,1,49197,49199
alpha 1 subunit,Alpha subunit - qualifier value,C1321758,T169,0.966896,340,343
alpha 1 subunit,Alpha subunit - qualifier value,C1321758,T169,0.966896,4421,4424
alpha subunit,Alpha subunit - qualifier value,C1321758,T169,1,11202,11204
alpha1,Alpha1 Significance,C1879647,T080,1,26173,26174
alpha2,Alpha2 Significance,C1879648,T080,1,26032,26033
alpha2,Alpha2 Significance,C1879648,T080,1,26162,26163
alpha2,Alpha2 Significance,C1879648,T080,1,26237,26238
AMPA,alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid,C0051318,"T109,T121,T130",1,23507,23508
AMPA,alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid,C0051318,"T109,T121,T130",1,25528,25529
AMPA,alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid,C0051318,"T109,T121,T130",1,25602,25603
alpha-lactalbumin,alpha-Lactalbumin,C0002287,"T116,T123",1,15736,15737
alterations,Alteration,C1515926,T078,0.85857,3023,3024
alteration,Alteration,C1515926,T078,1,23163,23164
alteration,Alteration,C1515926,T078,1,28415,28416
alteration,Alteration,C1515926,T078,1,37324,37325
alterations,Alteration,C1515926,T078,0.85857,57742,57743
alternating,Alternating,C0332270,T169,1,52860,52861
alternate,Alternative,C1523987,T077,1,1912,1913
alternate,Alternative,C1523987,T077,1,1964,1965
alternate,Alternative,C1523987,T077,1,1983,1984
alternate,Alternative,C1523987,T077,1,2151,2152
alternative,Alternative,C1523987,T077,1,7114,7115
alternative,Alternative,C1523987,T077,1,10923,10924
alternative,Alternative,C1523987,T077,1,11298,11299
alternative,Alternative,C1523987,T077,1,19918,19919
alternative,Alternative,C1523987,T077,1,33664,33665
alternative,Alternative,C1523987,T077,1,36704,36705
alternative,Alternative,C1523987,T077,1,38059,38060
alternative,Alternative,C1523987,T077,1,41639,41640
alternate,Alternative,C1523987,T077,1,63248,63249
alternative splicing,Alternative Splicing,C0002345,T045,1,435,437
alternative splicing,Alternative Splicing,C0002345,T045,1,4324,4326
alternative splicing,Alternative Splicing,C0002345,T045,1,8823,8825
Alternative splicing,Alternative Splicing,C0002345,T045,1,16855,16857
alternative splicing,Alternative Splicing,C0002345,T045,1,28685,28687
aluminium,Aluminum,C0002367,T196,1,31784,31785
Alzheimer disease brains,Alzheimer's Disease,C0002395,T047,0.902868,47963,47966
Alzheimer\'s disease,Alzheimer's Disease,C0002395,T047,0.958858,60519,60522
Alzheimer\'s disease,Alzheimer's Disease,C0002395,T047,0.958858,60665,60668
Ambra1,AMBRA1 gene,C1969662,T028,1,44238,44239
Ambra1,AMBRA1 gene,C1969662,T028,1,44275,44276
Ambra1,AMBRA1 gene,C1969662,T028,1,57545,57546
Ambra1,AMBRA1 gene,C1969662,T028,1,57578,57579
Ambra1,AMBRA1 gene,C1969662,T028,1,57600,57601
Ambra1,AMBRA1 gene,C1969662,T028,1,57621,57622
Ambra1,AMBRA1 gene,C1969662,T028,1,57631,57632
Ambra1,AMBRA1 gene,C1969662,T028,1,57639,57640
Ambra1,AMBRA1 gene,C1969662,T028,1,57661,57662
Ambra1,AMBRA1 gene,C1969662,T028,1,57688,57689
Ambra1,AMBRA1 gene,C1969662,T028,1,61580,61581
AMBRA1,AMBRA1 gene,C1969662,T028,1,62935,62936
AMBRA1,AMBRA1 gene,C1969662,T028,1,62969,62970
AMBRA1,AMBRA1 gene,C1969662,T028,1,62985,62986
AMBRA1,AMBRA1 gene,C1969662,T028,1,62994,62995
AMBRA1,AMBRA1 gene,C1969662,T028,1,63003,63004
AMBRA1,AMBRA1 gene,C1969662,T028,1,63022,63023
AMBRA1,AMBRA1 gene,C1969662,T028,1,63038,63039
AMBRA1,AMBRA1 gene,C1969662,T028,1,63041,63042
AMBRA1,AMBRA1 gene,C1969662,T028,1,63060,63061
AMBRA1,AMBRA1 gene,C1969662,T028,1,63322,63323
AMBRA1,AMBRA1 gene,C1969662,T028,1,63357,63358
AMBRA1,AMBRA1 gene,C1969662,T028,1,63390,63391
AMBRA1,AMBRA1 gene,C1969662,T028,1,63414,63415
AMBRA1,AMBRA1 gene,C1969662,T028,1,63978,63979
AMBRA1,AMBRA1 gene,C1969662,T028,1,64011,64012
AMBRA1,AMBRA1 gene,C1969662,T028,1,64066,64067
Ambra1,AMBRA1 gene,C1969662,T028,1,66871,66872
Ambra1,AMBRA1 gene,C1969662,T028,1,66910,66911
Ambra1,AMBRA1 gene,C1969662,T028,1,66928,66929
Ambra1,AMBRA1 gene,C1969662,T028,1,66982,66983
AMBRA1,AMBRA1 gene,C1969662,T028,1,67037,67038
AMBRA1,AMBRA1 gene,C1969662,T028,1,67057,67058
AMBRA1,AMBRA1 gene,C1969662,T028,1,67071,67072
AMBRA1,AMBRA1 gene,C1969662,T028,1,67092,67093
AMBRA1,AMBRA1 gene,C1969662,T028,1,67105,67106
AMBRA1,AMBRA1 gene,C1969662,T028,1,68721,68722
AMBRA1,AMBRA1 gene,C1969662,T028,1,68756,68757
AMBRA1,AMBRA1 gene,C1969662,T028,1,68780,68781
AMBRA1,AMBRA1 gene,C1969662,T028,1,68808,68809
Ambra1,AMBRA1 gene,C1969662,T028,1,69728,69729
Ambra1,AMBRA1 gene,C1969662,T028,1,69862,69863
Ambra1,AMBRA1 gene,C1969662,T028,1,69878,69879
AMBRA1,AMBRA1 gene,C1969662,T028,1,70200,70201
AMBRA1,AMBRA1 gene,C1969662,T028,1,70224,70225
AMBRA1,AMBRA1 gene,C1969662,T028,1,70260,70261
AMBRA1,AMBRA1 gene,C1969662,T028,1,70284,70285
Ambra1,AMBRA1 gene,C1969662,T028,1,70431,70432
AMBRA1,AMBRA1 gene,C1969662,T028,1,70476,70477
AMBRA1,AMBRA1 gene,C1969662,T028,1,70487,70488
AMBRA1,AMBRA1 gene,C1969662,T028,1,70509,70510
AMBRA1,AMBRA1 gene,C1969662,T028,1,70523,70524
AMBRA1,AMBRA1 gene,C1969662,T028,1,70536,70537
AMBRA1,AMBRA1 gene,C1969662,T028,1,70582,70583
AMBRA1,AMBRA1 gene,C1969662,T028,1,70702,70703
AMBRA1,AMBRA1 gene,C1969662,T028,1,70716,70717
AMBRA1,AMBRA1 gene,C1969662,T028,1,70736,70737
AMBRA1,AMBRA1 gene,C1969662,T028,1,70762,70763
AMBRA1,AMBRA1 gene,C1969662,T028,1,70785,70786
AMBRA1,AMBRA1 gene,C1969662,T028,1,70801,70802
AMBRA1,AMBRA1 gene,C1969662,T028,1,70814,70815
motifs,Amino Acid Motifs,C0752190,T082,0.876701,914,915
motifs,Amino Acid Motifs,C0752190,T082,0.876701,2171,2172
motifs,Amino Acid Motifs,C0752190,T082,0.876701,3959,3960
motifs,Amino Acid Motifs,C0752190,T082,0.876701,10073,10074
motifs,Amino Acid Motifs,C0752190,T082,0.876701,10690,10691
motifs,Amino Acid Motifs,C0752190,T082,0.876701,13555,13556
motifs,Amino Acid Motifs,C0752190,T082,0.876701,25715,25716
motifs,Amino Acid Motifs,C0752190,T082,0.876701,25794,25795
motifs,Amino Acid Motifs,C0752190,T082,0.876701,26278,26279
motifs,Amino Acid Motifs,C0752190,T082,0.876701,26286,26287
motifs,Amino Acid Motifs,C0752190,T082,0.876701,39132,39133
motifs,Amino Acid Motifs,C0752190,T082,0.876701,41266,41267
motifs,Amino Acid Motifs,C0752190,T082,0.876701,43354,43355
motifs,Amino Acid Motifs,C0752190,T082,0.876701,43399,43400
motifs,Amino Acid Motifs,C0752190,T082,0.876701,51962,51963
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,663,666
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,1263,1266
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,2826,2829
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,4609,4612
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,5850,5853
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,7233,7236
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,7296,7299
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,7346,7349
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,8757,8760
primary structure,Amino Acid Sequence,C0002518,T087,0.899571,8867,8869
partial amino acid sequences,Amino Acid Sequence,C0002518,T087,0.877767,12120,12124
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,12158,12161
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,14508,14511
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,18953,18956
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,19139,19142
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,20617,20620
amino acid sequences,Amino Acid Sequence,C0002518,T087,1,26863,26866
amino acid sequence,Amino Acid Sequence,C0002518,T087,1,27410,27413
amino acid sequences,Amino Acid Sequence,C0002518,T087,1,30591,30594
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,912,914
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,1094,1096
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,1108,1110
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,1117,1119
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,1127,1129
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,1691,1693
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,2165,2167
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,2598,2600
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,2822,2824
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,3564,3566
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,4307,4309
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,4312,4314
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,4532,4534
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,4712,4714
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,5860,5862
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,5910,5912
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,7733,7735
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,10924,10926
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,11603,11605
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,12146,12148
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,12473,12475
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,13646,13648
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,14785,14787
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,15206,15208
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,16415,16417
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,25278,25280
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,25329,25331
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,25365,25367
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,25385,25387
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,27073,27075
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,27387,27389
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,28413,28415
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,30946,30948
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,33794,33796
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,41114,41116
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,47478,47480
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,47502,47504
amino acids,Amino Acids,C0002520,"T116,T121,T123",1,51375,51377
amino acid,Amino Acids,C0002520,"T116,T121,T123",1,63728,63730
amino acid protein,AMINO ACIDS/PROTEINS,C1874187,"T116,T121",1,2379,2382
peptide sequence,aminoacid sequence of protein,C0920679,T087,1,41650,41652
differential,Amount type - Differential,C1549478,T078,1,9227,9228
differential,Amount type - Differential,C1549478,T078,1,35831,35832
differential,Amount type - Differential,C1549478,T078,1,51613,51614
rate,Amount type - Rate,C1549480,T078,1,30830,30831
rate,Amount type - Rate,C1549480,T078,1,41356,41357
rate,Amount type - Rate,C1549480,T078,1,51231,51232
rate,Amount type - Rate,C1549480,T078,1,54467,54468
rate,Amount type - Rate,C1549480,T078,1,64043,64044
rate,Amount type - Rate,C1549480,T078,1,65008,65009
AMPA receptors,AMPA Receptors,C0072899,"T116,T192",1,23530,23532
AMPA receptors,AMPA Receptors,C0072899,"T116,T192",1,46329,46331
AMPA receptors,AMPA Receptors,C0072899,"T116,T192",1,56816,56818
AMPA receptors,AMPA Receptors,C0072899,"T116,T192",1,64907,64909
AMPA receptors,AMPA Receptors,C0072899,"T116,T192",1,67701,67703
AMP,"AMPH protein, human",C1458148,"T116,T123",1,7668,7669
amphibians,Amphibians,C0002668,T011,1,5307,5308
amplification,Amplification,C1521871,T067,1,16,17
amplification,Amplification,C1521871,T067,1,2192,2193
amplification,Amplification,C1521871,T067,1,5667,5668
amplitude,Amplitude,C2346753,T082,1,46548,46549
amplitudes,Amplitude,C2346753,T082,0.905308,56914,56915
amyloid,Amyloid,C0002716,"T116,T123",1,49601,49602
amyloid-beta precursor protein,Amyloid Beta Precursor Protein Measurement,C3538722,T059,0.858929,49492,49495
beta-amyloid,Amyloid beta-Peptides,C0078939,T116,0.907602,35948,35949
amyotrophic lateral sclerosis,Amyotrophic Lateral Sclerosis,C0002736,T047,1,69411,69414
ALS,Amyotrophic Lateral Sclerosis,C0002736,T047,1,69415,69416
ALS,Amyotrophic Lateral Sclerosis,C0002736,T047,1,69464,69465
ALS,Amyotrophic Lateral Sclerosis,C0002736,T047,1,69704,69705
synthesis,Anabolism,C0220781,T038,1,22302,22303
biogenesis,Anabolism,C0220781,T038,1,31157,31158
biogenesis,Anabolism,C0220781,T038,1,51425,51426
synthesis,Anabolism,C0220781,T038,1,52270,52271
Synthesis,Anabolism,C0220781,T038,1,60541,60542
analyzed,Analysis,C0936012,T062,1,22402,22403
analyzed,Analysis,C0936012,T062,1,22605,22606
analyzed,Analysis,C0936012,T062,1,28430,28431
analyzed,Analysis,C0936012,T062,1,30165,30166
analyzed,Analysis,C0936012,T062,1,31520,31521
analyzed,Analysis,C0936012,T062,1,32522,32523
analyzed,Analysis,C0936012,T062,1,35321,35322
analyzed,Analysis,C0936012,T062,1,39977,39978
analyzed,Analysis,C0936012,T062,1,46518,46519
analyzed,Analysis,C0936012,T062,1,49972,49973
analyzed,Analysis,C0936012,T062,1,65769,65770
analysis,analysis aspect,C1524024,T169,1,5167,5168
analysis,analysis aspect,C1524024,T169,1,5227,5228
analysis,analysis aspect,C1524024,T169,1,11017,11018
analysis,analysis aspect,C1524024,T169,1,14440,14441
Analysis,analysis aspect,C1524024,T169,1,29279,29280
analysis,analysis aspect,C1524024,T169,1,29489,29490
analysis,analysis aspect,C1524024,T169,1,35210,35211
analysis,analysis aspect,C1524024,T169,1,36117,36118
analysis,analysis aspect,C1524024,T169,1,38027,38028
analysis,analysis aspect,C1524024,T169,1,38392,38393
analysis,analysis aspect,C1524024,T169,1,45006,45007
Analysis,analysis aspect,C1524024,T169,1,48728,48729
analysis,analysis aspect,C1524024,T169,1,49921,49922
Analysis,analysis aspect,C1524024,T169,1,53619,53620
Analysis,analysis aspect,C1524024,T169,1,53647,53648
analysis,analysis aspect,C1524024,T169,1,53682,53683
analysis,analysis aspect,C1524024,T169,1,60951,60952
analysis,analysis aspect,C1524024,T169,1,61026,61027
analysis,analysis aspect,C1524024,T169,1,61952,61953
layers,anatomical layer,C0934502,T023,1,5256,5257
layering,anatomical layer,C0934502,T023,1,28790,28791
players,anatomical layer,C0934502,T023,0.865309,30126,30127
players,anatomical layer,C0934502,T023,0.865309,45519,45520
layers,anatomical layer,C0934502,T023,1,46809,46810
layers,anatomical layer,C0934502,T023,1,58009,58010
layers,anatomical layer,C0934502,T023,1,58108,58109
players,anatomical layer,C0934502,T023,0.865309,63309,63310
players,anatomical layer,C0934502,T023,0.865309,68669,68670
maturation,Anatomical maturation,C1254042,T039,1,44527,44528
maturation,Anatomical maturation,C1254042,T039,1,47590,47591
segment,Anatomical segmentation,C0441635,T082,1,2030,2031
segment,Anatomical segmentation,C0441635,T082,1,3947,3948
segment,Anatomical segmentation,C0441635,T082,1,21660,21661
segment,Anatomical segmentation,C0441635,T082,1,45389,45390
topology,"Anatomy, Regional",C0002812,T091,1,27151,27152
topology,"Anatomy, Regional",C0002812,T091,1,39783,39784
topology,"Anatomy, Regional",C0002812,T091,1,40936,40937
anchorage,Anchorage,C2825961,T052,1,21958,21959
anchoring,Anchoring procedure,C1293132,T061,1,23786,23787
anchoring,Anchoring procedure,C1293132,T061,1,39496,39497
anchoring,Anchoring procedure,C1293132,T061,1,60873,60874
